person_id,day,age,intervention,daily_stress,daily_recovery,daily_engagement,stress_i1,stress_i2,recovery_i1,recovery_i2,engagement_i1,engagement_i2,scenario,purchase,aigc_clicks,exposure_minutes
D052,3,42,1,2.198,3.021,3.395,2.214,2.21,2.735,2.826,3.587,3.155,S4,1,6,59
D052,4,42,1,2.649,2.406,3.192,2.486,2.516,2.419,2.461,3.096,3.734,S1,0,7,59
D052,5,42,1,3.366,2.992,2.739,3.924,3.388,2.969,3.17,3.138,3.02,S2,1,4,20
D052,6,42,1,2.63,2.954,3.015,2.656,2.939,2.902,2.494,2.999,2.765,S3,1,4,32
D052,7,42,1,2.263,3.232,3.772,1.999,1.864,3.441,3.109,3.666,3.147,S4,1,5,40
D052,8,42,1,2.535,2.112,2.573,2.564,2.498,2.722,2.257,2.663,3.145,S1,0,5,45
D052,9,42,1,1.934,2.782,3.392,1.744,1.509,2.34,2.757,3.34,3.319,S2,0,5,23
D052,10,42,1,1.797,3.311,3.126,1.929,2.022,3.675,2.938,2.407,2.748,S3,1,6,57
D053,1,27,0,3.762,2.606,2.349,3.873,3.892,2.846,2.794,2.598,1.97,S3,1,8,51
D053,2,27,0,3.455,3.822,3.148,3.061,3.996,3.882,3.722,3.071,2.637,S4,1,4,23
D053,3,27,0,3.634,3.606,2.378,3.873,3.622,3.477,3.837,2.325,2.6,S1,1,5,50
D053,4,27,0,3.327,3.757,2.601,3.649,3.193,4.045,3.57,2.634,2.891,S2,1,6,54
D053,5,27,0,3.644,3.444,3.199,3.671,3.653,3.12,3.926,2.887,2.821,S3,1,7,34
D053,6,27,0,4.042,2.858,1.984,3.86,3.934,2.475,2.973,1.75,2.054,S4,1,3,52
D053,7,27,0,3.531,4.001,2.715,3.216,3.899,3.724,3.841,2.784,2.553,S1,1,6,51
D053,8,27,0,3.489,3.173,2.706,4.158,3.228,3.061,3.18,3.062,2.999,S2,0,5,34
D053,9,27,0,3.536,2.7,3.182,3.831,3.561,2.364,2.663,3.534,3.276,S3,0,5,35
D053,10,27,0,2.215,3.231,3.077,2.337,2.106,3.016,2.974,2.935,3.049,S4,1,7,52
D054,1,36,1,2.853,3.266,3.197,2.718,2.956,3.303,3.092,3.187,3.469,S4,0,7,34
D054,2,36,1,3.069,2.655,2.938,3.629,3.323,2.938,2.556,2.877,2.861,S1,1,4,44
D054,3,36,1,3.616,2.331,2.584,3.246,3.387,2.163,2.489,2.617,2.561,S2,0,5,41
D054,4,36,1,2.529,3.281,3.511,2.127,2.46,3.882,3.228,3.617,3.464,S3,1,6,39
D054,5,36,1,3.232,3.931,3.287,3.455,3.034,4.402,3.329,3.439,3.116,S4,1,7,37
D054,6,36,1,3.514,2.654,2.591,3.793,3.939,2.964,2.562,2.386,2.8,S1,0,4,24
D054,7,36,1,1.81,4.441,4.735,1.951,1.34,4.313,4.657,4.245,4.841,S2,0,7,47
D054,8,36,1,1.786,3.916,3.87,1.93,1.752,3.726,3.476,3.889,3.389,S3,1,5,46
D054,9,36,1,2.78,3.505,3.781,2.772,2.876,2.798,3.676,3.748,3.581,S4,1,5,32
D054,10,36,1,2.392,4.151,3.734,2.778,2.76,4.039,3.958,3.612,4.022,S1,1,7,48
D055,1,44,0,1.326,3.652,3.507,1.126,1.297,4.1,4.073,3.415,3.299,S1,0,5,46
D055,2,44,0,1.628,4.429,3.507,2.097,1.284,4.177,4.137,3.146,3.573,S2,1,5,54
D055,3,44,0,1.795,2.959,2.89,1.982,1.675,3.438,3.223,2.718,3.324,S3,0,6,41
D055,4,44,0,2.051,3.403,3.306,2.136,1.999,3.476,3.285,2.617,3.288,S4,1,5,36
D055,5,44,0,2.213,3.636,3.138,1.758,2.086,3.899,3.711,3.184,2.944,S1,0,8,24
D055,6,44,0,1.498,4.435,3.123,1.093,1.584,5.0,4.362,3.011,3.121,S2,1,6,41
D055,7,44,0,2.747,3.213,2.913,3.006,2.759,3.17,2.776,3.074,3.354,S3,0,4,31
D055,8,44,0,2.362,3.001,2.759,1.702,2.607,3.111,3.342,2.411,2.415,S4,0,5,22
D055,9,44,0,2.442,3.413,3.242,2.325,2.722,3.261,3.532,3.292,3.545,S1,1,4,28
D055,10,44,0,4.407,2.523,1.612,4.237,4.451,2.612,2.668,1.416,2.15,S2,1,4,26
D056,1,55,1,3.596,2.317,3.101,3.267,3.637,1.739,2.243,2.827,2.702,S2,1,6,25
D056,2,55,1,3.439,2.877,3.048,3.661,3.59,2.729,2.861,3.303,2.978,S3,1,6,21
D056,3,55,1,3.102,3.384,3.19,3.016,3.0,3.145,3.792,3.269,3.164,S4,1,5,30
D056,4,55,1,2.144,3.283,3.139,2.17,2.547,3.519,3.243,2.997,2.887,S1,1,4,30
D056,5,55,1,1.276,4.388,3.725,1.224,1.138,4.64,4.309,3.185,3.551,S2,1,7,43
D056,6,55,1,2.26,2.434,3.274,2.268,1.817,2.366,2.746,2.83,3.174,S3,0,5,60
D056,7,55,1,3.5,2.543,2.987,3.993,3.557,2.437,2.313,2.747,3.593,S4,1,6,47
D056,8,55,1,2.909,2.786,2.896,3.185,3.071,2.354,2.303,2.945,2.978,S1,0,6,48
D056,9,55,1,3.725,3.09,3.013,3.895,3.905,3.112,2.604,3.242,2.83,S2,0,6,57
D056,10,55,1,3.827,2.504,2.442,3.497,4.267,2.448,2.432,2.527,2.348,S3,1,7,30
D057,1,46,0,2.724,4.662,3.353,2.817,3.087,4.864,5.0,3.491,3.065,S3,1,6,28
D057,2,46,0,2.549,3.901,3.292,2.555,2.83,3.774,3.649,3.253,3.481,S4,1,5,22
D057,3,46,0,2.156,4.568,3.219,2.32,2.945,4.435,4.676,3.079,3.226,S1,1,6,22
D057,4,46,0,3.014,4.319,2.152,3.228,3.066,4.396,3.999,2.118,2.446,S2,0,6,42
D057,5,46,0,2.579,3.152,2.687,2.729,2.767,3.281,3.156,2.657,2.999,S3,1,4,21
D057,6,46,0,2.799,3.092,3.322,3.001,2.929,2.951,3.2,2.898,3.348,S4,1,6,47
D057,7,46,0,2.662,3.912,3.078,2.935,2.884,4.102,3.828,3.042,3.496,S1,1,6,43
D057,8,46,0,3.247,4.27,1.818,3.418,3.056,4.102,3.804,1.484,1.982,S2,0,7,51
D057,9,46,0,2.778,2.835,2.456,2.73,2.571,2.804,3.125,2.626,2.638,S3,0,7,30
D057,10,46,0,2.538,3.451,2.882,2.652,2.618,3.519,3.482,2.634,3.265,S4,1,4,28
D058,1,33,1,2.951,3.159,2.54,2.824,2.925,3.382,2.939,2.751,2.695,S4,1,6,47
D058,2,33,1,3.177,3.599,3.273,3.322,3.217,3.92,3.345,3.027,3.703,S1,1,5,60
D058,3,33,1,3.219,4.032,3.907,3.009,3.176,4.051,3.643,3.933,4.14,S2,0,4,52
D058,4,33,1,3.164,2.755,2.433,3.701,2.966,2.801,3.057,2.719,2.188,S3,0,7,38
D058,5,33,1,2.627,3.159,2.905,2.946,2.895,3.46,3.169,2.593,2.758,S4,1,5,47
D058,6,33,1,1.831,3.348,3.341,2.11,2.014,3.372,3.419,2.714,3.248,S1,0,6,43
D058,7,33,1,3.516,2.403,2.362,3.518,3.518,2.54,2.794,2.439,2.378,S2,0,4,51
D058,8,33,1,2.299,3.792,3.599,2.498,2.805,3.723,3.349,3.666,3.465,S3,1,6,23
D058,9,33,1,2.144,2.981,3.151,2.01,2.261,2.95,3.334,2.887,3.26,S4,1,6,28
D058,10,33,1,2.754,3.186,2.77,3.013,2.833,3.36,3.147,2.491,2.655,S1,1,6,48
D059,1,36,0,3.399,3.403,2.451,3.608,3.681,3.4,3.308,2.198,2.523,S1,0,5,40
D059,2,36,0,3.583,2.875,2.546,3.487,3.916,2.645,3.204,2.676,2.741,S2,0,8,32
D059,3,36,0,2.772,2.038,2.129,3.016,2.758,1.694,2.487,2.133,2.112,S3,1,5,57
D059,4,36,0,2.087,3.459,3.105,2.14,2.155,3.605,3.542,2.651,3.047,S4,1,4,46
D059,5,36,0,1.73,4.063,4.098,1.521,1.764,4.034,4.134,4.086,4.263,S1,1,7,20
D059,6,36,0,1.971,3.64,2.754,2.223,1.909,3.843,3.079,3.131,2.903,S2,1,6,54
D059,7,36,0,2.525,2.855,2.486,2.573,2.563,2.798,3.108,2.343,2.388,S3,0,4,29
D059,8,36,0,2.482,3.622,4.105,2.098,2.334,3.819,3.797,4.297,4.165,S4,1,7,35
D059,9,36,0,2.987,2.902,2.875,3.162,2.699,2.988,3.254,2.846,2.122,S1,1,5,28
D059,10,36,0,2.478,2.985,1.944,2.492,2.45,3.462,2.594,1.938,2.037,S2,0,5,23
D060,1,43,1,3.336,2.968,3.325,3.643,3.28,2.569,3.291,2.986,3.497,S2,0,6,54
D060,2,43,1,3.251,2.786,4.027,3.689,3.494,2.646,2.708,3.715,3.641,S3,0,8,55
D060,3,43,1,4.059,2.918,3.635,3.99,4.377,2.669,2.741,3.766,3.566,S4,0,8,21
D060,4,43,1,3.297,3.171,2.849,3.381,3.438,3.219,2.865,2.828,3.148,S1,0,5,49
D060,5,43,1,2.666,3.637,3.441,2.675,2.451,3.721,3.943,3.37,3.494,S2,0,4,47
D060,6,43,1,2.5,3.382,3.573,2.284,2.286,3.159,3.586,4.257,3.788,S3,0,7,35
D060,7,43,1,2.909,2.465,3.08,3.008,3.045,2.448,1.865,2.932,3.277,S4,0,6,44
D060,8,43,1,2.38,3.06,3.328,2.96,2.244,3.59,2.658,3.584,3.043,S1,0,5,55
D060,9,43,1,3.505,3.338,3.067,3.465,3.82,3.487,3.225,3.004,2.876,S2,0,6,31
D060,10,43,1,4.065,2.589,2.166,3.586,3.601,2.42,2.405,1.93,1.906,S3,0,8,51
D061,1,35,0,3.394,3.4,3.907,3.634,3.602,3.308,3.019,4.202,3.802,S3,0,5,54
D061,2,35,0,3.978,2.365,1.461,3.824,3.885,2.641,2.512,1.0,1.623,S4,1,6,22
D061,3,35,0,3.138,2.683,2.733,2.9,3.123,3.252,2.672,2.901,3.115,S1,1,7,37
D061,4,35,0,3.571,2.426,2.237,4.036,3.476,2.421,2.19,2.884,1.714,S2,0,7,23
D061,5,35,0,3.372,2.958,2.538,3.901,3.615,3.703,3.471,2.591,2.923,S3,0,5,36
D061,6,35,0,2.596,3.665,2.792,2.966,2.368,3.284,3.715,2.854,3.239,S4,1,5,43
D061,7,35,0,2.02,3.986,3.094,2.192,2.243,3.751,4.401,3.332,2.641,S1,1,5,23
D061,8,35,0,2.638,4.028,3.782,2.538,2.66,4.149,4.297,4.035,3.772,S2,1,5,58
D061,9,35,0,2.883,3.909,2.793,2.343,2.693,3.753,3.953,2.728,2.515,S3,1,5,45
D061,10,35,0,3.267,2.976,2.172,2.935,3.645,2.999,3.182,1.991,2.209,S4,1,2,42
D062,1,44,1,3.641,3.364,2.513,3.477,3.796,3.138,3.399,2.479,2.157,S4,1,6,45
D062,2,44,1,2.804,3.901,3.031,2.648,2.456,3.685,4.103,3.042,2.997,S1,0,7,48
D062,3,44,1,3.932,3.463,2.754,3.98,4.005,3.054,3.323,2.758,2.75,S2,0,6,48
D062,4,44,1,3.728,3.003,2.733,3.848,3.834,2.699,2.987,2.394,3.204,S3,0,5,34
D062,5,44,1,3.168,4.107,2.922,3.133,3.04,3.951,3.896,2.937,2.793,S4,1,7,52
D062,6,44,1,3.761,3.816,2.484,4.168,3.931,3.544,3.697,2.13,2.811,S1,0,6,43
D062,7,44,1,4.267,2.824,2.643,4.734,3.971,3.234,2.616,3.052,2.404,S2,1,5,43
D062,8,44,1,4.615,3.211,3.273,4.44,3.969,3.079,2.982,3.498,3.314,S3,1,6,37
D062,9,44,1,3.174,2.498,3.398,2.758,3.008,2.541,2.33,3.501,3.009,S4,1,6,20
D062,10,44,1,3.437,2.716,2.932,3.383,3.618,2.91,2.719,3.101,2.676,S1,1,5,59
D063,1,35,0,2.15,4.159,3.468,2.474,1.661,3.968,4.273,3.764,3.023,S1,0,8,42
D063,2,35,0,2.324,3.118,2.8,2.637,2.492,2.909,2.793,2.953,2.507,S2,1,7,25
D063,3,35,0,2.195,3.179,3.315,2.339,2.65,3.102,3.219,3.446,3.426,S3,0,3,54
D063,4,35,0,3.098,2.282,2.692,2.683,2.975,2.59,2.581,2.072,3.235,S4,1,4,29
D063,5,35,0,2.888,3.092,2.532,3.215,2.875,2.926,2.916,2.669,2.411,S1,1,5,50
D063,6,35,0,3.349,3.322,2.131,3.644,2.988,3.294,3.827,1.462,1.971,S2,1,5,56
D063,7,35,0,1.9,3.997,3.147,1.865,1.267,3.935,3.792,2.755,2.868,S3,1,7,58
D063,8,35,0,1.655,2.91,3.419,1.848,1.698,3.09,2.987,3.299,3.464,S4,1,6,45
D063,9,35,0,2.39,3.252,3.573,2.275,2.418,3.335,3.182,3.445,3.871,S1,0,5,40
D063,10,35,0,2.445,3.746,2.47,2.535,1.921,4.147,3.754,2.526,2.438,S2,0,5,50
D064,1,41,1,4.067,3.326,3.177,4.139,3.894,3.246,2.937,3.085,3.203,S2,1,5,36
D064,2,41,1,3.638,4.107,2.635,3.724,3.928,4.232,4.121,2.46,2.93,S3,0,5,37
D064,3,41,1,3.236,4.144,3.335,3.222,2.77,4.229,3.801,3.342,3.4,S4,1,5,48
D064,4,41,1,3.959,3.444,3.438,4.21,4.215,3.134,3.426,3.383,3.889,S1,0,4,59
D064,5,41,1,3.53,3.869,3.269,3.896,3.314,3.998,4.147,3.387,2.976,S2,0,3,27
D064,6,41,1,2.702,4.305,3.522,3.128,3.046,4.556,4.565,3.087,3.269,S3,0,6,27
D064,7,41,1,2.871,3.901,3.33,2.857,2.925,3.994,3.952,3.54,3.411,S4,1,7,45
D064,8,41,1,3.593,3.603,2.93,3.784,3.305,3.205,3.647,3.147,3.059,S1,0,6,49
D064,9,41,1,4.186,3.263,2.19,4.13,4.455,2.928,2.869,2.209,2.19,S2,0,6,52
D064,10,41,1,3.239,3.923,3.491,3.237,3.268,3.157,4.386,3.308,3.978,S3,1,6,20
D065,1,24,0,3.708,2.016,2.354,4.015,2.933,2.194,1.655,2.322,2.356,S3,0,5,36
D065,2,24,0,3.855,2.34,2.399,4.209,3.732,2.46,2.802,2.091,2.763,S4,1,8,22
D065,3,24,0,2.803,2.725,2.385,2.634,2.566,2.656,3.07,1.961,2.49,S1,1,5,34
D065,4,24,0,1.607,3.625,4.448,1.932,1.456,4.181,3.227,4.12,5.0,S2,0,6,59
D065,5,24,0,2.241,3.039,3.063,1.766,2.301,2.613,3.128,3.139,3.167,S3,1,6,49
D065,6,24,0,2.299,3.395,4.185,1.627,1.964,3.442,3.265,3.989,4.309,S4,0,6,59
D065,7,24,0,2.939,3.285,2.585,2.648,2.829,2.998,3.352,2.512,2.51,S1,0,7,50
D065,8,24,0,2.643,3.262,3.05,2.838,2.697,3.982,3.627,3.145,3.237,S2,1,7,20
D065,9,24,0,2.33,3.454,2.507,1.979,2.479,3.404,3.53,2.272,2.399,S3,0,5,37
D065,10,24,0,1.721,3.269,3.594,1.153,1.735,3.366,3.277,3.419,3.981,S4,1,5,40
D066,1,46,1,3.423,3.368,3.366,3.619,2.877,3.21,3.684,3.659,3.596,S4,1,7,44
D066,2,46,1,2.47,3.884,3.393,2.291,2.232,3.956,4.071,3.097,3.308,S1,0,6,25
D066,3,46,1,1.998,3.747,2.99,2.073,1.799,3.557,3.65,2.452,3.112,S2,1,6,22
D066,4,46,1,2.46,3.441,4.054,2.465,2.512,3.133,2.976,4.23,3.928,S3,0,7,51
D066,5,46,1,2.728,3.509,2.495,2.676,2.212,3.626,3.513,2.717,2.443,S4,0,2,28
D066,6,46,1,2.452,4.333,3.358,2.473,2.37,4.685,4.474,3.393,3.614,S1,0,7,23
D066,7,46,1,2.519,2.788,2.635,2.411,2.465,2.552,2.817,2.98,3.018,S2,0,4,48
D066,8,46,1,2.977,3.287,2.931,2.896,3.043,2.933,3.407,2.778,2.668,S3,0,7,38
D066,9,46,1,2.644,3.924,2.864,2.786,2.193,3.653,3.864,3.065,3.057,S4,1,3,53
D066,10,46,1,1.635,3.898,3.402,1.901,1.901,4.033,3.631,3.39,3.539,S1,1,6,29
D067,1,20,0,2.372,3.339,2.711,2.526,2.139,3.597,3.482,3.012,3.27,S1,1,5,49
D067,2,20,0,3.224,2.951,2.433,3.324,3.449,3.249,3.078,2.653,2.41,S2,0,6,47
D067,3,20,0,2.77,3.025,2.93,2.577,2.728,3.337,3.6,2.336,2.744,S3,1,3,58
D067,4,20,0,2.974,2.767,2.146,2.754,3.496,2.594,2.861,1.741,2.287,S4,0,5,30
D067,5,20,0,3.738,2.898,3.057,4.467,3.804,3.161,2.954,2.744,2.999,S1,0,5,43
D067,6,20,0,3.877,3.466,2.674,4.041,4.1,3.696,3.159,2.549,2.476,S2,1,6,25
D067,7,20,0,2.887,3.444,3.25,3.076,2.968,3.161,3.577,2.608,3.523,S3,1,6,40
D067,8,20,0,1.508,3.339,2.625,1.602,1.553,3.555,3.453,2.845,3.123,S4,1,6,22
D067,9,20,0,2.439,3.818,3.796,2.645,2.28,3.532,3.775,4.011,3.695,S1,1,4,43
D067,10,20,0,2.271,4.361,2.901,2.444,2.417,4.098,4.473,2.643,3.299,S2,1,7,23
D068,1,37,1,2.336,2.327,3.305,2.138,2.11,2.294,2.641,3.796,3.473,S2,1,7,58
D068,2,37,1,2.44,3.765,3.737,2.38,2.48,3.802,3.917,3.365,3.967,S3,1,5,46
D068,3,37,1,2.774,2.596,2.871,2.726,2.867,2.681,2.643,2.74,2.376,S4,0,7,40
D068,4,37,1,2.606,2.778,2.526,2.183,2.844,2.786,2.792,2.288,2.158,S1,0,6,20
D068,5,37,1,2.934,3.022,2.598,3.233,2.578,3.362,3.227,3.286,2.45,S2,1,7,34
D068,6,37,1,3.262,3.007,2.893,3.46,3.438,2.865,3.489,3.42,2.85,S3,0,7,33
D068,7,37,1,2.617,3.204,3.857,2.88,2.759,2.927,3.364,3.815,4.04,S4,0,5,41
D068,8,37,1,2.487,3.064,3.126,2.259,2.611,3.21,2.827,3.083,3.378,S1,0,6,21
D068,9,37,1,1.788,3.193,3.079,2.032,1.743,3.024,2.946,3.0,3.501,S2,0,5,49
D068,10,37,1,2.386,3.209,2.497,2.572,1.972,2.866,3.227,2.366,2.25,S3,1,4,45
D069,1,53,0,1.779,3.441,2.495,1.569,2.063,3.176,3.011,2.45,2.618,S3,1,5,52
D069,2,53,0,3.778,3.08,2.502,4.189,3.816,3.317,2.795,2.336,2.596,S4,0,5,27
D069,3,53,0,2.688,3.446,3.595,3.102,2.641,3.179,3.271,3.493,3.219,S1,1,4,48
D069,4,53,0,3.099,2.369,2.216,3.377,2.956,2.94,2.169,2.465,2.63,S2,0,6,51
D069,5,53,0,3.514,2.815,2.716,3.31,3.722,3.229,2.793,2.904,2.807,S3,1,7,47
D069,6,53,0,2.817,3.409,3.535,2.783,2.955,3.577,3.456,3.156,3.796,S4,1,5,21
D069,7,53,0,3.076,3.632,3.321,2.751,3.197,3.675,3.613,3.36,3.197,S1,0,8,36
D069,8,53,0,1.778,3.972,3.181,2.13,2.321,4.232,4.48,3.073,3.076,S2,1,3,45
D069,9,53,0,2.772,3.371,2.955,2.392,2.534,3.389,2.917,3.514,2.761,S3,0,5,22
D069,10,53,0,1.313,3.881,3.619,1.336,1.301,4.186,3.584,3.431,3.403,S4,1,6,36
D070,1,57,1,4.572,1.674,3.865,4.441,5.0,1.898,1.825,4.06,4.096,S4,0,5,39
D070,2,57,1,5.0,1.514,2.553,5.0,5.0,1.407,2.058,2.828,1.987,S1,0,7,58
D070,3,57,1,4.959,1.466,3.367,5.0,5.0,1.21,1.382,3.35,3.802,S2,1,7,58
D070,4,57,1,4.053,1.644,3.891,4.306,3.655,1.164,1.772,3.904,4.337,S3,1,7,41
D070,5,57,1,3.232,2.283,4.282,3.515,3.326,2.691,2.806,4.773,4.051,S4,0,6,33
D070,6,57,1,4.641,1.164,2.615,4.857,4.566,1.0,1.253,2.223,2.609,S1,0,6,48
D070,7,57,1,5.0,1.0,3.503,5.0,4.94,1.0,1.0,3.413,3.559,S2,0,4,48
D070,8,57,1,3.63,2.059,4.09,3.895,3.068,2.03,2.55,4.261,3.806,S3,1,8,58
D070,9,57,1,4.067,1.0,3.396,3.788,4.016,1.0,1.0,3.481,3.109,S4,0,6,21
D070,10,57,1,3.612,2.5,4.167,3.463,3.677,2.684,2.807,4.684,3.982,S1,0,6,28
D071,1,44,0,2.695,3.915,3.104,2.575,2.965,3.866,3.763,2.557,2.857,S1,1,5,48
D071,2,44,0,2.55,3.471,3.182,2.281,2.15,3.438,3.425,2.453,3.564,S2,1,7,23
D071,3,44,0,2.157,4.42,2.971,2.509,2.403,4.573,4.397,2.691,3.055,S3,0,6,52
D071,4,44,0,1.621,4.457,3.161,2.003,1.812,4.196,4.569,2.918,3.397,S4,0,6,35
D071,5,44,0,1.621,4.462,3.499,1.036,1.758,4.47,4.404,3.715,3.618,S1,0,6,34
D071,6,44,0,2.423,3.818,3.276,2.585,1.815,3.649,3.549,3.196,3.227,S2,1,3,29
D071,7,44,0,1.374,3.951,3.608,1.233,1.0,3.831,4.289,3.864,3.468,S3,0,4,28
D071,8,44,0,1.874,3.943,3.542,2.079,1.863,3.914,4.494,3.919,3.293,S4,1,7,43
D071,9,44,0,1.531,3.866,3.401,1.689,1.351,3.658,4.121,3.783,3.248,S1,1,5,39
D071,10,44,0,1.793,3.446,2.905,1.592,1.352,4.028,3.503,3.03,2.668,S2,1,5,41
D072,1,39,1,3.504,3.719,3.325,3.351,3.565,3.783,3.328,3.281,3.289,S2,1,7,46
D072,2,39,1,3.938,2.196,2.448,4.017,3.752,2.568,1.989,2.726,2.349,S3,0,6,27
D072,3,39,1,4.357,3.129,2.593,3.476,4.949,3.072,3.18,2.793,2.197,S4,1,7,54
D072,4,39,1,3.61,3.322,3.096,3.758,3.857,3.545,3.529,3.083,3.491,S1,0,5,22
D072,5,39,1,3.341,2.439,2.135,2.795,3.488,2.328,2.63,2.468,1.942,S2,0,4,60
D072,6,39,1,4.156,3.32,3.345,4.731,4.689,3.299,3.105,3.879,3.314,S3,1,5,51
D072,7,39,1,5.0,2.791,2.789,4.954,4.899,2.926,2.491,2.844,2.402,S4,0,6,23
D072,8,39,1,4.804,3.392,2.96,5.0,4.943,3.239,3.756,2.886,3.232,S1,1,6,38
D072,9,39,1,3.079,3.975,3.367,2.924,3.028,4.254,4.499,2.925,3.427,S2,0,6,45
D072,10,39,1,3.137,3.245,2.999,3.121,3.153,2.996,2.993,2.397,2.879,S3,1,5,49
D073,1,23,0,3.061,3.017,3.115,3.107,2.976,2.354,2.588,2.996,3.637,S3,0,6,54
D073,2,23,0,2.913,3.447,3.932,3.106,3.166,3.556,3.479,4.019,3.772,S4,0,5,24
D073,3,23,0,4.56,1.69,2.335,4.972,4.174,1.681,1.528,2.653,2.03,S1,0,5,45
D073,4,23,0,3.685,2.658,3.292,4.05,3.489,2.636,2.899,3.234,3.073,S2,0,7,28
D073,5,23,0,3.561,3.217,2.745,3.215,3.375,3.382,3.499,2.754,3.095,S3,1,3,46
D073,6,23,0,3.785,3.493,3.43,3.769,3.852,3.814,3.598,3.229,3.095,S4,0,6,32
D073,7,23,0,4.32,2.366,2.732,4.258,4.356,2.235,1.795,2.418,2.632,S1,0,4,29
D073,8,23,0,4.215,2.583,2.425,3.963,4.165,3.015,2.268,2.148,2.769,S2,0,7,37
D073,9,23,0,5.0,1.766,2.341,5.0,5.0,1.616,1.815,2.569,2.465,S3,1,5,22
D073,10,23,0,3.272,3.04,2.402,2.907,3.337,3.04,2.897,2.241,2.116,S4,1,6,53
D074,1,47,1,2.64,2.868,3.431,2.318,2.446,2.864,3.127,3.785,3.127,S4,1,3,58
D074,2,47,1,3.424,2.422,1.598,3.711,3.334,2.254,2.042,1.822,1.273,S1,1,6,45
D074,3,47,1,3.138,2.385,3.144,3.239,2.824,2.198,2.046,3.565,2.958,S2,1,6,55
D074,4,47,1,2.957,2.887,3.123,2.888,3.343,2.855,3.258,3.546,3.76,S3,0,5,51
D074,5,47,1,2.598,2.342,2.368,2.467,3.011,2.222,2.424,2.077,2.365,S4,1,3,23
D074,6,47,1,3.516,3.725,2.544,3.473,3.714,3.818,4.201,2.418,2.871,S1,1,6,53
D074,7,47,1,3.302,3.089,2.548,2.809,3.252,3.139,3.019,2.165,2.867,S2,0,5,34
D074,8,47,1,3.029,3.358,3.249,2.465,2.923,3.222,3.721,2.916,3.54,S3,1,5,55
D074,9,47,1,2.541,3.109,3.038,2.833,2.247,3.734,3.104,3.072,3.225,S4,1,8,44
D074,10,47,1,2.718,3.338,3.716,2.996,2.929,3.632,2.769,3.903,3.902,S1,1,5,50
D075,1,25,0,4.587,3.021,3.089,4.222,4.198,2.971,2.763,3.554,2.773,S1,0,7,21
D075,2,25,0,4.224,3.751,2.719,4.367,3.848,4.055,3.801,3.109,2.929,S2,0,6,48
D075,3,25,0,4.736,3.734,2.998,4.432,4.474,4.358,3.626,2.967,3.445,S3,0,5,34
D075,4,25,0,5.0,2.586,2.253,5.0,4.664,2.532,2.765,2.122,2.362,S4,0,7,27
D075,5,25,0,4.313,2.154,1.854,4.372,3.862,2.186,1.888,1.922,2.005,S1,0,6,43
D075,6,25,0,3.137,4.068,3.75,3.346,2.951,3.976,4.021,3.982,3.297,S2,0,4,47
D075,7,25,0,2.654,3.29,2.651,2.555,2.333,3.261,3.221,3.313,2.697,S3,0,4,41
D075,8,25,0,2.742,3.361,3.907,2.59,2.652,3.636,3.352,3.727,3.999,S4,0,6,42
D075,9,25,0,3.252,3.639,3.004,3.289,3.529,3.404,4.169,3.233,2.824,S1,0,8,23
D075,10,25,0,4.033,3.746,3.578,4.094,3.996,4.083,3.91,3.403,3.603,S2,1,6,24
D076,1,22,1,2.697,3.455,3.005,2.209,2.665,3.787,3.168,2.703,2.38,S2,0,6,37
D076,2,22,1,2.36,2.85,2.993,2.719,2.639,2.948,3.092,3.096,3.134,S3,1,6,56
D076,3,22,1,2.037,3.359,3.203,2.136,2.513,2.817,3.625,3.494,3.479,S4,1,3,60
D076,4,22,1,1.762,4.159,3.617,1.381,1.386,3.746,3.933,3.982,4.133,S1,0,7,26
D076,5,22,1,1.346,3.187,4.079,1.267,1.378,2.978,2.606,4.133,4.053,S2,0,6,35
D076,6,22,1,2.236,3.407,2.921,2.53,2.001,3.305,3.667,2.469,2.669,S3,0,6,46
D076,7,22,1,2.834,3.757,3.381,2.554,2.813,4.37,3.817,3.521,3.491,S4,0,3,30
D076,8,22,1,1.446,3.683,3.513,1.098,1.754,4.158,3.735,3.851,3.463,S1,1,6,59
D076,9,22,1,2.476,3.254,3.108,2.578,2.373,3.318,3.311,3.186,2.906,S2,1,5,39
D076,10,22,1,2.367,2.602,2.182,2.346,2.936,2.44,3.007,2.241,2.265,S3,1,5,39
D077,1,31,0,3.108,3.48,3.019,2.69,3.143,3.683,3.516,3.024,3.277,S3,1,4,59
D077,2,31,0,3.325,2.594,2.54,3.497,3.628,2.037,2.802,2.375,2.141,S4,0,7,41
D077,3,31,0,3.877,2.248,3.314,4.307,4.186,1.939,2.539,3.508,2.83,S1,0,5,25
D077,4,31,0,4.615,1.939,2.814,4.473,4.824,1.419,2.213,2.824,2.931,S2,1,5,59
D077,5,31,0,3.651,3.09,3.388,3.52,3.382,3.209,3.265,3.299,4.059,S3,1,6,42
D077,6,31,0,3.096,3.594,3.465,3.152,3.455,3.339,3.819,3.5,3.417,S4,0,6,51
D077,7,31,0,3.0,3.001,2.489,3.067,2.847,3.499,2.521,2.895,2.478,S1,0,6,58
D077,8,31,0,2.858,3.177,3.614,2.893,3.083,2.309,3.68,3.947,4.018,S2,0,7,49
D077,9,31,0,3.392,2.884,3.124,3.573,3.691,2.778,2.516,2.633,2.919,S3,0,2,35
